     Orden	Frec.absoluta 	 Frec.normalizada 
 96389.	acobarda 	       33	     0.21
 96390.	acogería	       33	     0.21
 96391.	acomodarla 	       33	     0.21
 96392.	acopiar	       33	     0.21
 96393.	acostumbren  	       33	     0.21
 96394.	acotadas 	       33	     0.21
 96395.	acquaviva	       33	     0.21
 96396.	acrecentaron 	       33	     0.21
 96397.	actúas 	       33	     0.21
 96398.	acuartelados	       33	     0.21
 96399.	acucian 	       33	     0.21
 96400.	acudiremos 	       33	     0.21
 96401.	adc 	       33	     0.21
 96402.	addenda 	       33	     0.21
 96403.	adecentamiento 	       33	     0.21
 96404.	adecuarlas 	       33	     0.21
 96405.	adelantarme 	       33	     0.21
 96406.	admire 	       33	     0.21
 96407.	admitiese	       33	     0.21
 96408.	admitirla	       33	     0.21
 96409.	adobos 	       33	     0.21
 96410.	adoleció	       33	     0.21
 96411.	adra	       33	     0.21
 96412.	adueñándose  	       33	     0.21
 96413.	advertirte	       33	     0.21
 96414.	aerodinámicas 	       33	     0.21
 96415.	afablemente 	       33	     0.21
 96416.	afanó	       33	     0.21
 96417.	aferraron	       33	     0.21
 96418.	aferro	       33	     0.21
 96419.	afrancesamiento 	       33	     0.21
 96420.	afrontaron	       33	     0.21
 96421.	agobiar	       33	     0.21
 96422.	agradecerme  	       33	     0.21
 96423.	agrietamiento	       33	     0.21
 96424.	aguardara 	       33	     0.21
 96425.	aguiluchos	       33	     0.21
 96426.	aizpún	       33	     0.21
 96427.	ajoblanco	       33	     0.21
 96428.	alabados 	       33	     0.21
 96429.	alambicado 	       33	     0.21
 96430.	alana	       33	     0.21
 96431.	alaui	       33	     0.21
 96432.	alaveses	       33	     0.21
 96433.	albergando 	       33	     0.21
 96434.	albuquerque 	       33	     0.21
 96435.	alcobita	       33	     0.21
 96436.	alegrarme 	       33	     0.21
 96437.	alegras	       33	     0.21
 96438.	alfombrilla	       33	     0.21
 96439.	aliñada	       33	     0.21
 96440.	aliviarle	       33	     0.21
 96441.	allister	       33	     0.21
 96442.	álter	       33	     0.21
 96443.	alternabilidad	       33	     0.21
 96444.	alternará	       33	     0.21
 96445.	altieri	       33	     0.21
 96446.	alucinando	       33	     0.21
 96447.	amanecerá  	       33	     0.21
 96448.	amanecían  	       33	     0.21
 96449.	amantísimo 	       33	     0.21
 96450.	amargarle 	       33	     0.21
 96451.	amasaba  	       33	     0.21
 96452.	ambicionado 	       33	     0.21
 96453.	ambienta 	       33	     0.21
 96454.	ambigú 	       33	     0.21
 96455.	amenacé  	       33	     0.21
 96456.	amengual 	       33	     0.21
 96457.	amnesty 	       33	     0.21
 96458.	amnlae 	       33	     0.21
 96459.	amónico 	       33	     0.21
 96460.	amortiguando 	       33	     0.21
 96461.	amparen 	       33	     0.21
 96462.	ampicilina	       33	     0.21
 96463.	amusgos  	       33	     0.21
 96464.	amuzga  	       33	     0.21
 96465.	anaitasuna 	       33	     0.21
 96466.	anastomosis 	       33	     0.21
 96467.	andorrana 	       33	     0.21
 96468.	ane 	       33	     0.21
 96469.	anegaba 	       33	     0.21
 96470.	anexar 	       33	     0.21
 96471.	angoleños 	       33	     0.21
 96472.	angustió	       33	     0.21
 96473.	anillado	       33	     0.21
 96474.	anselmi 	       33	     0.21
 96475.	antepara	       33	     0.21
 96476.	anticolonial	       33	     0.21
 96477.	antilla	       33	     0.21
 96478.	antipopulares	       33	     0.21
 96479.	antitumoral	       33	     0.21
 96480.	antropogeografía	       33	     0.21
 96481.	anulaciones 	       33	     0.21
 96482.	apaciguador 	       33	     0.21
 96483.	apadrina	       33	     0.21
 96484.	apaños 	       33	     0.21
 96485.	apegos 	       33	     0.21
 96486.	apelmazada  	       33	     0.21
 96487.	apercibió	       33	     0.21
 96488.	apetecidas 	       33	     0.21
 96489.	aposté 	       33	     0.21
 96490.	apostólicas	       33	     0.21
 96491.	aprenderla	       33	     0.21
 96492.	aprensiva	       33	     0.21
 96493.	aprestaron	       33	     0.21
 96494.	aprisionan	       33	     0.21
 96495.	aprovecharan 	       33	     0.21
 96496.	apuntaló	       33	     0.21
 96497.	apuré	       33	     0.21
 96498.	arabista	       33	     0.21
 96499.	aranzábal	       33	     0.21
 96500.	arboladura	       33	     0.21
 96501.	ardo	       33	     0.21
 96502.	arietes	       33	     0.21
 96503.	aristides	       33	     0.21
 96504.	aristotelis	       33	     0.21
 96505.	arlequines	       33	     0.21
 96506.	armillas	       33	     0.21
 96507.	arnal	       33	     0.21
 96508.	arrastrándola	       33	     0.21
 96509.	arrastrase	       33	     0.21
 96510.	arreglarán	       33	     0.21
 96511.	arrepentirte	       33	     0.21
 96512.	arrime	       33	     0.21
 96513.	arrodilladas	       33	     0.21
 96514.	arrodillaron	       33	     0.21
 96515.	asegurándoles 	       33	     0.21
 96516.	asestarle	       33	     0.21
 96517.	asilvestrados	       33	     0.21
 96518.	asocial	       33	     0.21
 96519.	asocié	       33	     0.21
 96520.	asombraría 	       33	     0.21
 96521.	astifino	       33	     0.21
 96522.	asuán 	       33	     0.21
 96523.	atacarme 	       33	     0.21
 96524.	atarlo	       33	     0.21
 96525.	aterrorizadas	       33	     0.21
 96526.	atigrado	       33	     0.21
 96527.	atónitas	       33	     0.21
 96528.	atravesábamos  	       33	     0.21
 96529.	atrevimos	       33	     0.21
 96530.	atribuirles	       33	     0.21
 96531.	atrinchera	       33	     0.21
 96532.	attard	       33	     0.21
 96533.	australian	       33	     0.21
 96534.	autógrafa	       33	     0.21
 96535.	autoproclamó 	       33	     0.21
 96536.	autorizaría	       33	     0.21
 96537.	autorizase	       33	     0.21
 96538.	autosatisfacción	       33	     0.21
 96539.	avanzaría	       33	     0.21
 96540.	aventajar	       33	     0.21
 96541.	aventuraban 	       33	     0.21
 96542.	avienen	       33	     0.21
 96543.	avistamientos	       33	     0.21
 96544.	avivaba	       33	     0.21
 96545.	axiales	       33	     0.21
 96546.	axil	       33	     0.21
 96547.	ayudemos  	       33	     0.21
 96548.	azkoiti	       33	     0.21
 96549.	azoramiento 	       33	     0.21
 96550.	bachilleratos	       33	     0.21
 96551.	bacteriocinas	       33	     0.21
 96552.	bacteriológicas	       33	     0.21
 96553.	bains	       33	     0.21
 96554.	bajistas	       33	     0.21
 96555.	baldomir	       33	     0.21
 96556.	balletbó	       33	     0.21
 96557.	ballvé	       33	     0.21
 96558.	báltica	       33	     0.21
 96559.	baltodano	       33	     0.21
 96560.	bambi 	       33	     0.21
 96561.	bandazo 	       33	     0.21
 96562.	bandurria	       33	     0.21
 96563.	baradero	       33	     0.21
 96564.	barbanza 	       33	     0.21
 96565.	barreños	       33	     0.21
 96566.	barritas	       33	     0.21
 96567.	baryshnikov	       33	     0.21
 96568.	bean 	       33	     0.21
 96569.	beavis	       33	     0.21
 96570.	bebidos 	       33	     0.21
 96571.	beras	       33	     0.21
 96572.	beria	       33	     0.21
 96573.	besas 	       33	     0.21
 96574.	betel	       33	     0.21
 96575.	biar	       33	     0.21
 96576.	bienaventurada	       33	     0.21
 96577.	bigotón	       33	     0.21
 96578.	bimodal 	       33	     0.21
 96579.	biurrun	       33	     0.21
 96580.	bivalente	       33	     0.21
 96581.	blanck	       33	     0.21
 96582.	blandió	       33	     0.21
 96583.	blanqueaba 	       33	     0.21
 96584.	blanqueó 	       33	     0.21
 96585.	blondas 	       33	     0.21
 96586.	blusón	       33	     0.21
 96587.	bocaza 	       33	     0.21
 96588.	boli	       33	     0.21
 96589.	bombines 	       33	     0.21
 96590.	bondadosas  	       33	     0.21
 96591.	bonetti	       33	     0.21
 96592.	bordaberry	       33	     0.21
 96593.	borea	       33	     0.21
 96594.	borne	       33	     0.21
 96595.	borraría	       33	     0.21
 96596.	borricos	       33	     0.21
 96597.	botadura	       33	     0.21
 96598.	bouvier	       33	     0.21
 96599.	boytler	       33	     0.21
 96600.	brasileros	       33	     0.21
 96601.	bridgestone	       33	     0.21
 96602.	bripac	       33	     0.21
 96603.	briseida	       33	     0.21
 96604.	broken 	       33	     0.21
 96605.	bronson 	       33	     0.21
 96606.	brum 	       33	     0.21
 96607.	brumosas  	       33	     0.21
 96608.	bubble	       33	     0.21
 96609.	burela	       33	     0.21
 96610.	burr	       33	     0.21
 96611.	busetas 	       33	     0.21
 96612.	buttiglione	       33	     0.21
 96613.	caaguazú 	       33	     0.21
 96614.	cabalistas	       33	     0.21
 96615.	cabrear	       33	     0.21
 96616.	cachondos  	       33	     0.21
 96617.	cacif	       33	     0.21
 96618.	cacofonía	       33	     0.21
 96619.	caducados  	       33	     0.21
 96620.	calce	       33	     0.21
 96621.	calcitonina	       33	     0.21
 96622.	calcularlo	       33	     0.21
 96623.	caletre	       33	     0.21
 96624.	callarlo	       33	     0.21
 96625.	calmen 	       33	     0.21
 96626.	camariñas 	       33	     0.21
 96627.	caminaría	       33	     0.21
 96628.	camins 	       33	     0.21
 96629.	campean  	       33	     0.21
 96630.	canalejo	       33	     0.21
 96631.	cancioncillas	       33	     0.21
 96632.	cantarería	       33	     0.21
 96633.	capac 	       33	     0.21
 96634.	capirotes	       33	     0.21
 96635.	capirucho	       33	     0.21
 96636.	capitulares	       33	     0.21
 96637.	captaban 	       33	     0.21
 96638.	caracterice	       33	     0.21
 96639.	carajillo	       33	     0.21
 96640.	carbide	       33	     0.21
 96641.	carnicera	       33	     0.21
 96642.	carral	       33	     0.21
 96643.	carterita	       33	     0.21
 96644.	cartes	       33	     0.21
 96645.	carver	       33	     0.21
 96646.	casetaches 	       33	     0.21
 96647.	castreña	       33	     0.21
 96648.	caté	       33	     0.21
 96649.	cautas 	       33	     0.21
 96650.	cavafis	       33	     0.21
 96651.	cavaliere	       33	     0.21
 96652.	caycedo 	       33	     0.21
 96653.	cazuelitas	       33	     0.21
 96654.	cefalotórax	       33	     0.21
 96655.	cegadas 	       33	     0.21
 96656.	cegetista	       33	     0.21
 96657.	celajes	       33	     0.21
 96658.	celebré	       33	     0.21
 96659.	cerremos 	       33	     0.21
 96660.	cetus	       33	     0.21
 96661.	chaney 	       33	     0.21
 96662.	chaparra	       33	     0.21
 96663.	chaparrito	       33	     0.21
 96664.	chavas 	       33	     0.21
 96665.	cheryl	       33	     0.21
 96666.	chilensis	       33	     0.21
 96667.	chiquetere	       33	     0.21
 96668.	choice	       33	     0.21
 96669.	cholas	       33	     0.21
 96670.	chovinismo 	       33	     0.21
 96671.	chú 	       33	     0.21
 96672.	chupacabras 	       33	     0.21
 96673.	churrigueresco	       33	     0.21
 96674.	chuzos 	       33	     0.21
 96675.	circulara	       33	     0.21
 96676.	cisquero	       33	     0.21
 96677.	citlali	       33	     0.21
 96678.	civilizatorio	       33	     0.21
 96679.	clamorosamente  	       33	     0.21
 96680.	claque	       33	     0.21
 96681.	claretes	       33	     0.21
 96682.	clematis	       33	     0.21
 96683.	clemenceau  	       33	     0.21
 96684.	clinic	       33	     0.21
 96685.	clisés	       33	     0.21
 96686.	cnop 	       33	     0.21
 96687.	coactivas	       33	     0.21
 96688.	coartan	       33	     0.21
 96689.	cobardías	       33	     0.21
 96690.	cobijada	       33	     0.21
 96691.	cochecitos 	       33	     0.21
 96692.	cocientes	       33	     0.21
 96693.	codificante	       33	     0.21
 96694.	cofir	       33	     0.21
 96695.	coghlan 	       33	     0.21
 96696.	cogieran	       33	     0.21
 96697.	cojonuda 	       33	     0.21
 96698.	cojutepeque 	       33	     0.21
 96699.	colaborativo	       33	     0.21
 96700.	colaboro	       33	     0.21
 96701.	colles	       33	     0.21
 96702.	collin	       33	     0.21
 96703.	comalapa 	       33	     0.21
 96704.	combat 	       33	     0.21
 96705.	combinarlos 	       33	     0.21
 96706.	combos  	       33	     0.21
 96707.	comemierda  	       33	     0.21
 96708.	compensaron  	       33	     0.21
 96709.	competimos  	       33	     0.21
 96710.	complacería 	       33	     0.21
 96711.	completándose  	       33	     0.21
 96712.	compongo  	       33	     0.21
 96713.	comprenderlas 	       33	     0.21
 96714.	compulsada  	       33	     0.21
 96715.	comunicadora  	       33	     0.21
 96716.	concelebrada 	       33	     0.21
 96717.	concordaban 	       33	     0.21
 96718.	condenarle 	       33	     0.21
 96719.	condimentarlo 	       33	     0.21
 96720.	condoleezza 	       33	     0.21
 96721.	condujese 	       33	     0.21
 96722.	cone 	       33	     0.21
 96723.	conferidas	       33	     0.21
 96724.	configuren	       33	     0.21
 96725.	confiriéndole	       33	     0.21
 96726.	conformaciones 	       33	     0.21
 96727.	congregando 	       33	     0.21
 96728.	consignando 	       33	     0.21
 96729.	consignará 	       33	     0.21
 96730.	consolarnos 	       33	     0.21
 96731.	conspicuas 	       33	     0.21
 96732.	conspirativo	       33	     0.21
 96733.	constable	       33	     0.21
 96734.	constreñidos	       33	     0.21
 96735.	consubstancial 	       33	     0.21
 96736.	contemplábamos   	       33	     0.21
 96737.	contínuamente 	       33	     0.21
 96738.	continuarla	       33	     0.21
 96739.	contínuo	       33	     0.21
 96740.	contraanálisis	       33	     0.21
 96741.	contraguerrilla	       33	     0.21
 96742.	contraponerse 	       33	     0.21
 96743.	contraprogramación 	       33	     0.21
 96744.	contrarrestan	       33	     0.21
 96745.	contuvieran	       33	     0.21
 96746.	convertiré	       33	     0.21
 96747.	cooficialidad	       33	     0.21
 96748.	coordinen	       33	     0.21
 96749.	copartícipe	       33	     0.21
 96750.	copri	       33	     0.21
 96751.	copto	       33	     0.21
 96752.	corcheas 	       33	     0.21
 96753.	cordillerano	       33	     0.21
 96754.	coreada 	       33	     0.21
 96755.	corozo 	       33	     0.21
 96756.	corregidora	       33	     0.21
 96757.	correntino	       33	     0.21
 96758.	corroboradas 	       33	     0.21
 96759.	cotarelo	       33	     0.21
 96760.	cotino	       33	     0.21
 96761.	cotón	       33	     0.21
 96762.	cours	       33	     0.21
 96763.	craneano 	       33	     0.21
 96764.	craving	       33	     0.21
 96765.	cristalizaron	       33	     0.21
 96766.	crotto	       33	     0.21
 96767.	ctra	       33	     0.21
 96768.	cuartelero	       33	     0.21
 96769.	cubanoamericanos  	       33	     0.21
 96770.	cucú 	       33	     0.21
 96771.	cui	       33	     0.21
 96772.	culminaban 	       33	     0.21
 96773.	cumparsita 	       33	     0.21
